ts,Tsurf,Csurf,Tc,Cc,jw,W,Tamb,Camb
0.0,301.15,2.5499743914018955,301.15,2.55,3.5852037346073533e-09,0.7401769282992966,301.15,0.01963
60.0,301.22899492893566,2.5496358208384535,301.1500003656011,2.55,3.3648941902406246e-09,0.7401708925671171,301.678,0.02002
120.0,301.3873760409881,2.5495040836141856,301.150228691876,2.55,3.1445055324197887e-09,0.7401652354861505,302.342,0.02053
180.0,301.5701888680174,2.5494120873878545,301.15323956321794,2.55,2.9864483383716526e-09,0.7401598987483148,302.834,0.021
240.0,301.74811568203813,2.5493446406861953,301.16491722617064,2.55,2.792340320848147e-09,0.7401548658213191,303.18699999999995,0.02151
300.0,301.99395334432904,2.549283386250658,301.1908958431296,2.55,2.7729106790866568e-09,0.7401500346676712,303.984,0.02191
360.0,302.2455738820243,2.5492245066542845,301.2338672555839,2.55,2.747322780332442e-09,0.740145225345677,304.443,0.02233
420.0,302.5058052164139,2.5491712036069334,301.295701938513,2.55,2.713210225209503e-09,0.7401404741209243,304.96999999999997,0.02278
480.0,302.7473115038439,2.5491243885336514,301.37829834605503,2.55,2.6430534756619994e-09,0.7401358058122596,305.27099999999996,0.02325
540.0,303.0224576606892,2.549083575262803,301.4817065478396,2.549999999999998,2.581780141598189e-09,0.7401312656936079,305.88,0.02377
600.0,303.30936788752894,2.5490441837594364,301.6043951594158,2.5499999999999785,2.5487342866163052e-09,0.7401267986478989,306.352,0.02428
660.0,303.6315027517517,2.548995636923995,301.7447444460595,2.5499999999998035,2.6814751940564817e-09,0.7401222535581438,307.029,0.02465
720.0,303.9418491111289,2.548941600498062,301.9023019442612,2.549999999998742,2.772470508799199e-09,0.7401175002278417,307.418,0.02506
780.0,304.26345268508146,2.5488874800189194,302.0771861383084,2.549999999993893,2.846913581315205e-09,0.7401126125969398,307.95599999999996,0.02552
840.0,304.5710801816517,2.5488407382777245,302.269203131217,2.54999999997618,2.796670974809731e-09,0.7401076943841042,308.292,0.02612
900.0,304.8741737281598,2.548794139891009,302.4771207505992,2.54999999992209,2.843474990663425e-09,0.7401027847860436,308.674,0.0266
960.0,305.20699481742525,2.5487306028802053,302.69922825787717,2.549999999779372,3.1094593890654775e-09,0.740097609379208,309.241,0.02687
1020.0,305.5174002419961,2.5486647172785313,302.93332396850485,2.5499999994453786,3.2055339654391804e-09,0.7400921038435414,309.50399999999996,0.02732
1080.0,305.87584548232206,2.5486044666214207,303.1782063569944,2.5499999987379796,3.256190723072652e-09,0.7400864930044755,310.217,0.02793
1140.0,306.2230142207482,2.548529627502875,303.43308088077345,2.5499999973601417,3.522096260483498e-09,0.7400805845965568,310.56899999999996,0.02826
1200.0,306.57126904739505,2.5484609836488,303.697639216383,2.5499999948603214,3.5444933545526162e-09,0.7400744353028776,311.032,0.02891
1260.0,306.89621922760296,2.5483803707708192,303.9722836102326,2.549999990591845,3.818794922391705e-09,0.7400680177259517,311.284,0.02921
1320.0,307.26024356969253,2.548289297018046,304.2562798368993,2.5499999836733918,4.087808881142643e-09,0.7400611471844278,311.917,0.02961
1380.0,307.6171717472815,2.548205136775045,304.54812236052527,2.549999972954595,4.1313502438088094e-09,0.7400539846394267,312.275,0.03029
1440.0,307.958931807125,2.5481036534056605,304.8469145000055,2.549999956987923,4.528416642312657e-09,0.7400464434758226,312.60799999999995,0.03051
1500.0,308.26542519896685,2.5480016832733874,305.1527517185671,2.549999934009327,4.6743847871805795e-09,0.740038421632668,312.745,0.03098
1560.0,308.5962083503648,2.547895488378024,305.4645858017441,2.5499999019266424,4.937510648088794e-09,0.740030062995292,313.21099999999996,0.03137
1620.0,308.90632743033456,2.547784719521948,305.78009962861387,2.5499998583170793,5.148443196581037e-09,0.7400212721251797,313.388,0.03179
1680.0,309.225826728472,2.5476696671162893,306.0974110130962,2.5499998004329063,5.402862267865288e-09,0.7400120914011409,313.77099999999996,0.03219
1740.0,309.5812637562525,2.5475454481496005,306.41567388628494,2.549999725214537,5.7105185417840205e-09,0.7400024248968541,314.316,0.03262
1800.0,309.93101190724974,2.547413905854561,306.73423980105116,2.5499996293062575,6.002794598896705e-09,0.7399922219858244,314.66299999999995,0.03307
1860.0,309.9783217429912,2.54685518034616,307.00841200057874,2.5499995858187257,5.774958093471844e-09,0.5865711951660728,315.068,0.03345
1920.0,310.1516666872794,2.5466144383663947,307.28370022635323,2.549999537881467,5.636629925835751e-09,0.5865633178283703,315.102,0.03403
1980.0,310.3540070672228,2.546420045118106,307.5554830506076,2.5499994851109427,5.671112934344175e-09,0.5865555202874156,315.41299999999995,0.03447
2040.0,310.57922780007135,2.546228702880435,307.8192026356071,2.5499994271110413,5.874528048362953e-09,0.5865475548191015,315.739,0.03476
2100.0,310.7988581936431,2.5460450115616684,308.07417458901875,2.5499993634705898,6.007486033045317e-09,0.5865393509207276,315.895,0.03513
2160.0,311.0213469347782,2.5458753149689475,308.3220730630132,2.5499992937563567,6.0878893418724045e-09,0.5865310043941823,316.135,0.03558
2220.0,311.26606433815624,2.5457155069482464,308.5649899167234,2.5499992175084008,6.171574227018517e-09,0.5865225485219986,316.543,0.03609
2280.0,311.49891321117684,2.545551509489581,308.80436835970573,2.5499991342373893,6.348028905747055e-09,0.5865139021042004,316.68399999999997,0.03646
2340.0,311.7508115430835,2.545356925372996,309.0414914974541,2.5499990434242377,6.811153955352689e-09,0.5865048268054468,317.12,0.03653
2400.0,311.9893655365755,2.5451661561103496,309.27756883578076,2.5499989445174,6.9797287999482366e-09,0.5864953020220088,317.25199999999995,0.03694
2460.0,312.24182753167196,2.54497831791815,309.51337989719093,2.5499988369316062,7.217915156896598e-09,0.5864855087455015,317.65299999999996,0.03731
2520.0,312.4841201478882,2.544786533379881,309.74957121845245,2.549998720046185,7.4560723857638e-09,0.5864753754839093,317.813,0.03766
